title,company,location,description,created
Complaints Insight Analyst,Harnham - Data & Analytics Recruitment,"Nottingham, Nottinghamshire","Complaints Insight Analyst Up to 45,000 Nottingham - Hybrid (3 days onsite: Tues-Thurs) I'm hiring a Complaints Insight Specialist to join a leading financial services organisation, working at the heart of how the business understands and improves customer outcomes. This role sits within a Complaints Process & Insight team , using customer complaints as a powerful tool to identify issues, uncover trends, and drive meaningful improvements across the organisation. The role This is a customer ins",2026-06-03 16:20:52+00:00
Data & Insights Analyst,Harnham - Data & Analytics Recruitment,"Warwickshire, West Midlands","Data & Insights Analyst - 12 month FTC. 50,000 - 55,000 Hybrid - Warwickshire This role sits at the heart of finance partnering and commercial decision making, offering the opportunity to shape how data and insight are used across a complex organisation. You will work closely with senior stakeholders, translating financial and operational data into clear insight that influences planning, performance, and future strategy. The Company They are a large, established organisation with a strong foc",2026-06-09 21:51:13+00:00
Senior Data & Insights Analyst,Harnham - Data & Analytics Recruitment,"Manchester, Greater Manchester","Senior Data & Insights Analyst 40,000 - 47,000 Manchester | Hybrid (2 days per week) This role offers the chance to sit at the centre of commercial decision-making, using data to influence real-time performance and senior stakeholder thinking. You will have clear ownership, strong visibility, and the opportunity to shape how insight is used across a fast-paced, operational environment. The Company They are a large, consumer-focused organisation where data plays a critical role in driving perf",2026-05-19 13:01:48+00:00
Commercial Data & Insights Analyst - Morgan McKinley,Morgan McKinley,"East Grinstead, West Sussex","Morgan McKinley is looking for an experienced Data Analyst to work for a great company in the East Grinstead, West Sussex area. This hybrid Commercial Data Analyst role requires an ASAP start and will initially be on a fixed-term contract basis. Salary: up to 70K Location: Hybrid working (2 days in the office) - East Grinstead Duration: 9 month FTC Commercial Data Analyst duties: Provide accurate and timely Management Information and performance reporting Identify and track core KPIs, build an",2026-06-02 13:09:50+00:00
Business Insight Analyst,"Hamlin Knight - Recruitment Specialists in Human Resources, Office Support and Sales & Marketing",UK,"The Company An established and growing FMCG business based in Southall is looking for a Business Insights Analyst to join its commercial finance team. The company is committed to developing talent and growing careers from within The Role Business Insight Analyst open to experienced candidates as well as Graduates with relevant academic background with some experience This role will focus on reporting, customer analysis, commercial insight and supporting business decision-making across Sales, Fi",2026-05-20 19:22:40+00:00
Customer Insights Analyst,Harnham - Data & Analytics Recruitment,"Blackburn, Lancashire","Customer Insight Analyst Hybrid - Blackburn, Lancashire Salary: up to 55,000 This is an opportunity to join a data-led organisation where customer insight sits at the heart of decision making. The role offers strong exposure to CRM, customer lifecycle strategy, and advanced analytics, with the chance to directly influence customer experience and commercial performance. The Company They are an established, customer-focused business operating across a large network of locations, with a strong em",2026-06-03 16:12:17+00:00
Insight Analyst,Zachary Daniels Recruitment,"Manchester, Greater Manchester","Insight Analyst Manchester (Hybrid) | 35k - 45k  Benefits If you enjoy working with data and influencing real business decisions, this is an opportunity within a central Insight function, working closely with Trading, Operations, Finance, and senior leadership to deliver data-driven recommendations that directly impact commercial outcomes. The Role You'll take ownership of analysis across a wide range of commercial areas, using data to support decision-making and improve performance across th",2026-06-05 19:42:36+00:00
Insights Analyst,Feather Grey Consulting,"Farringdon, Central London","Insight Analysts  Shape Strategy for Premium FMCG Brands Were working with a brilliant FMCG field marketing company that partners with major brands to deliver measurable results in grocery retail. By combining data-led thinking with sector expertise, they turn insight into impact, shaping how brands perform in-store and on-shelf. We are searching for a talented Insight Analyst, where youll transform complex data into clear, commercially relevant stories that drive strategy, influence client ",2026-05-18 18:37:41+00:00
Insight Analyst,Sanderson Recruitment,"Bristol, South West England","Insight Analyst 450-500/day outside IR35 6-month initial contract Bristol-based - flexibility on remote working Looking for an Insight Analyst to work at the intersection of data, commercial strategy and customer behaviour to deliver actionable insights. The requirement will be for someone who is hands-on, with the ability to own the full analytical lifecycle - extracting through to insight generation and stakeholder management. Insight Analyst, key responsibilities: Behavioural analytics to u",2026-05-15 02:32:10+00:00
Insight Analyst,Acosta Europe,"Woking, Surrey","Insight Analyst Client: Kraft Heinz - Shop Smart Location: Hybrid  3 Days a week in Woking Head Office Salary: 38,000 - 45,000 per annum  10% Discretionary Bonus About Acosta Europe Acosta Europe connects people with brands to deliver measurable results through unrivalled field execution, insight and collaboration. As part of a global business, we champion talent, culture and performance  empowering people to thrive and brands to grow. The Insights Analysts Role Are you an analytical thinke",2026-06-02 21:14:50+00:00
Insight Analyst,ConvaTec,"Paddington, West London","About Convatec Pioneering trusted medical solutions to improve the lives we touch: Convatec is a global medical products and technologies company, focused on solutions for the management of chronic conditions, with leading positions in Advanced Wound Care, Ostomy Care, Continence Care, and Infusion Care. With more than 10,000 colleagues, we provide our products and services in around 90 countries, united by a promise to be forever caring. Our solutions provide a range of benefits, from infectio",2026-06-11 01:29:47+00:00
Insight Analyst,Convatec,"London, UK","About Convatec Pioneering trusted medical solutions to improve the lives we touch: Convatec is a global medical products and technologies company, focused on solutions for the management of chronic conditions, with leading positions in Advanced Wound Care, Ostomy Care, Continence Care, and Infusion Care. With more than 10,000 colleagues, we provide our products and services in around 90 countries, united by a promise to be forever caring. Our solutions provide a range of benefits, from infectio",2026-06-11 13:04:23+00:00
Proposition Support and Insight Analyst,Booker Group,"Wellingborough, Northamptonshire","What's in it for you At Booker, along with being a great place to work and giving you an opportunity to get on in your career, we also offer the following fantastic package of benefits: A Booker colleague card with 10% off purchases at Booker and double discount events up to three times a year. After 3 months service, a Tesco colleague discount card with 10% increasing to 15% off most purchases at Tesco for a 4 day period after every four-weekly pay day, ie. thirteen times a year. In addition t",2026-06-12 19:52:10+00:00
Senior Insight Analyst,Amtis professional Ltd,"Oxfordshire, South East England","Senior Insights Analyst Oxfordshire Area Based 36,000 - 41,000 Permanent role Hybrid Working - 2 days per week onsite We're supporting a well-established organisation that is investing heavily in its data and insights capability following a major transformation. They're looking for a Senior Insights Analyst to help deliver meaningful reporting, campaign analysis and stakeholder insights that supports better decision-making across the business. This is a fantastic opportunity for an experience",2026-06-10 13:35:41+00:00
Sales Insight Analyst,SF Partners,"Windsor, Windsor & Maidenhead","Sales Data & Insights Analyst Langley / Heathrow Area Up to 65,000  Car Allowance 4 days per week in the office  Travel A growing B2B business is looking to appoint a Sales Data & Insights Analyst to support the National Sales Director and wider sales leadership team with high-quality reporting, analysis and commercial insight. This is a highly visible role sitting close to the sales function, acting as a key support to senior sales leadership. The successful candidate will help improve how sa",2026-06-02 12:37:59+00:00
Marketing Insights Analyst,Prestige Talent Partners Ltd,"West Yorkshire, Yorkshire And The Humber","PLEASE NOTE: Although tihs role is hybrid, you must be able to commute to Leeds LS10 3 days per week. If you are naturally curious about data analysis or consumer insight then this could be the role that you have been looking for. A role where your curiosity and creativity will be rewarded with the freedom to dig in to market trends and truly influence not only the company strategy but also the behaviour of customers., Our client is a global leader in the lottery and gaming sector, with operati",2026-06-05 15:12:27+00:00
Data & Insights Analyst,Work Argyll,"Mayfair, West London","Help shape a growing data function at Argyll Do you enjoy turning complex data into insights that helps a business understand whats really driving performance? At Argyll, we create some of Londons most distinctive premium workspaces, combining exceptional service, elegant design and commercially driven thinking. We are looking for a Data & Insights Analyst to join our growing Data & Insights team at an exciting stage of its development. Working closely with the Senior Data & Insights Manager,",2026-05-21 13:07:32+00:00
Senior Insight Analyst,Amtis Professional Ltd,"Chipping Norton, Oxfordshire","Senior Insights Analyst Oxfordshire Area Based 36,000 - 41,000 Permanent role Hybrid Working - 2 days per week onsite We're supporting a well-established organisation that is investing heavily in its data and insights capability following a major transformation. They're looking for a Senior Insights Analyst to help deliver meaningful reporting, campaign analysis and stakeholder insights that supports better decision-making across the business. This is a fantastic opportunity for an experience",2026-06-10 19:55:49+00:00
Senior Insight Analyst,Datatech,"Oxford, Oxfordshire","Senior Insight Analyst Oxfordshire | Hybrid - 2 days per week in the office. Salary | 35,000 to 40,000 Ref | J13137 We're working with an organisation in Oxfordshire whose work has a positive social impact, looking to add a Senior Insight Analyst to their data team. This role will suit someone who enjoys working with data to answer business questions, uncover trends and support decision making. You'll be responsible for developing Power BI reporting, writing SQL queries and delivering insight",2026-06-11 10:14:21+00:00
Senior Insight Analyst,Datatech Analytics,"Oxford, Oxfordshire","Senior Insight Analyst Oxfordshire | Hybrid - 2 days per week in the office. Salary | 35,000 to 40,000 Ref | J13137 We're working with an organisation in Oxfordshire whose work has a positive social impact, looking to add a Senior Insight Analyst to their data team. This role will suit someone who enjoys working with data to answer business questions, uncover trends and support decision making. You'll be responsible for developing Power BI reporting, writing SQL queries and delivering insight",2026-06-11 19:57:01+00:00
Senior Insight Analyst,Amtis Professional Ltd,"Hall Green, Birmingham","Salary: 36,000 - 41,000 per year Requirements: Experience using Power BI or a similar BI tool Strong Excel skills Use of SQL Experience working with large datasets Strong communication and stakeholder engagement skills Ability to present insights in a clear and meaningful way Responsibilities: Building and enhancing Power BI dashboards and reports Delivering analysis and actionable insights to stakeholders Presenting findings and recommendations to stakeholders Supporting marketing campaign se",2026-06-11 10:32:55+00:00
Operational Insights Analyst,The Travel Chapter,"East-The-Water, Bideford","Operational Insight Analyst Salary: Competitive  Benefits Location: Fully Remote At Travel Chapter, we're passionate about creating memorable holidays and delivering exceptional experiences for our guests and property owners. We're looking for an Operational Insight Analyst to join our growing Operational Insight team and play a key role in shaping how we use data to improve our Customer Services operation. Reporting to the Operational Insight Lead, you'll turn complex data into actionable insi",2026-06-09 22:23:02+00:00
Business Insights Analyst,Reachdesk,"London, UK","This is a remote role. About Us Reachdesk is the first truly end-to-end global SaaS gifting and swag platform, helping B2B companies create meaningful connections with prospects, customers, and employees: while driving measurable ROI. We believe gifting is more than just a transaction: its about building genuine human connections that fuel business growth. Whether youre engaging prospects, celebrating customers, or recognizing employees, our platform makes it easy to deliver personalized gift",2026-05-16 13:01:36+00:00
Business Insights Analyst,Reachdesk,"Birmingham, West Midlands","This is a remote role. About Us Reachdesk is the first truly end-to-end global SaaS gifting and swag platform, helping B2B companies create meaningful connections with prospects, customers, and employees: while driving measurable ROI. We believe gifting is more than just a transaction: its about building genuine human connections that fuel business growth. Whether youre engaging prospects, celebrating customers, or recognizing employees, our platform makes it easy to deliver personalized gift",2026-05-28 16:20:33+00:00
Business Insights Analyst,Reachdesk,"Edinburgh, Scotland","This is a remote role. About Us Reachdesk is the first truly end-to-end global SaaS gifting and swag platform, helping B2B companies create meaningful connections with prospects, customers, and employees: while driving measurable ROI. We believe gifting is more than just a transaction: its about building genuine human connections that fuel business growth. Whether youre engaging prospects, celebrating customers, or recognizing employees, our platform makes it easy to deliver personalized gift",2026-06-12 13:32:31+00:00
Business Insights Analyst,Reachdesk,"Bristol, South West England","This is a remote role. About Us Reachdesk is the first truly end-to-end global SaaS gifting and swag platform, helping B2B companies create meaningful connections with prospects, customers, and employees: while driving measurable ROI. We believe gifting is more than just a transaction: its about building genuine human connections that fuel business growth. Whether youre engaging prospects, celebrating customers, or recognizing employees, our platform makes it easy to deliver personalized gift",2026-06-12 13:55:40+00:00
Business Insights Analyst,Reachdesk,"Manchester, Greater Manchester","This is a remote role. About Us Reachdesk is the first truly end-to-end global SaaS gifting and swag platform, helping B2B companies create meaningful connections with prospects, customers, and employees: while driving measurable ROI. We believe gifting is more than just a transaction: its about building genuine human connections that fuel business growth. Whether youre engaging prospects, celebrating customers, or recognizing employees, our platform makes it easy to deliver personalized gift",2026-06-12 13:58:29+00:00
Data & Insights Analyst,Argyll,"Fleet Street, Central London","Help shape a growing data function at Argyll Do you enjoy turning complex data into insights that helps a business understand whats really driving performance? At Argyll, we create some of Londons most distinctive premium workspaces, combining exceptional service, elegant design and commercially driven thinking. We are looking for a Data & Insights Analyst to join our growing Data & Insights team at an exciting stage of its development. Working closely with the Senior Data & Insights Manager,",2026-05-16 21:46:11+00:00
Data & Insights Analyst,Ecruit,"London, UK","Help shape a growing data function at Argyll Do you enjoy turning complex data into insights that helps a business understand whats really driving performance? At Argyll, we create some of Londons most distinctive premium workspaces, combining exceptional service, elegant design and commercially driven thinking. We are looking for a Data & Insights Analyst to join our growing Data & Insights team at an exciting stage of its development. Working closely with the Senior Data & Insights Manager, y",2026-05-16 02:33:50+00:00
Data & Insights Analyst,Grosvenor,"London, UK","The Westminster Foundation is looking for a Data & Insights Analyst to join us in creating lasting change for children and young people. This role will be the organisational lead for grants and impact data, with delegated authority over reporting standards and data quality. The role works closely with Grant Managers, the Grants Operations Coordinator, the Finance Manager, and the Communications team. The Westminster Foundation provides long -term, sustainable support to vulnerable children, you",2026-05-23 07:49:11+00:00
Global Insight Analyst,Profitero,"Winnersh, Wokingham","About Profitero  Profitero is the leading digital commerce company, trusted by more than 4,000 brands worldwide. We help brands break down silos and turn data into decisive action through intelligence-driven, end-to-end solutions that unify media, content, operations AI , robust digital shelf analytics across 1,400 retailers in 70 countries and unmatched expertise from digital commerce specialists in 15 global hubs , our integrated solutions help brands accelerate profitable growth. Come be a p",2026-02-26 13:19:22+00:00
Senior Insights Analyst,GlobalData PLC,"Fleet Street, Central London","Senior Analyst - Banking & Payments Research and Insights Who we are GlobalData operates an intelligence platform that empowers leaders to act decisively in a world of complexity and change. By uniting proprietary data, human expertise, and purpose-built AI into a single, connected platform, we help organizations see whats coming, move faster, and lead with confidence. Our solutions are used by over 5,000 organizations across the worlds largest industries, delivering tailored intelligence th",2026-05-08 17:48:42+00:00
Metal Insight Analyst,Kpler,UK,"At Kpler, we are dedicated to helping our clients navigate complex markets with ease. By simplifying global trade information and providing valuable insights, we empower organisations to make informed decisions in commodities, energy, and maritime sectors. Since our founding in 2014, we have focused on delivering top-tier intelligence through user-friendly platforms. Our team of over 700 experts from 35 countries works tirelessly to transform intricate data into actionable strategies, ensuring ",2026-05-21 13:15:14+00:00
Customer Insight Analyst,Monzo,UK," Were on a mission to make money work for everyone. Were waving goodbye to the complicated and confusing ways of traditional banking. After starting as a prepaid card, our product offering has grown a lot in the last 10 years in the UK. As well as personal and business bank accounts, we offer joint accounts , accounts for 16-17 year olds , a free kids account and credit cards in the UK, with more exciting things to come beyond. Our UK customers can also save , invest and combine their pension",2026-06-12 13:35:42+00:00
Performance Insight Analyst,. Anglian Water Services Limited,"Peterborough, Eastern England","Salary: Circa 35,000 dependent on skills and experience Permanent, Full-time, with flexibility for part-time. Base Location: Flexible, with travel required across the Anglian Water region Our services are at the heart of every single family and community in our region. Our Water Services team clean water to the highest standard, deliver it to millions of homes, and carefully manage it to ensure it never runs out. We borrow water from the environment, store it and treat it to world-class standa",2026-05-23 22:49:38+00:00
Data & Insights Analyst,Description This,UK,"Description This is a hybrid data engineering and data analytics role, sitting within the Data & Insights team and reporting directly to the Head of Data & Insights. You will own the end-to-end delivery of data solutions: from building and maintaining the pipelines that move and transform data across our systems, to developing the reports and visualisations that inform decision-making at every level of the business. Working closely with functional and regional stakeholders, you will translate b",2026-05-12 22:07:23+00:00
Senior Insight Analyst,Betty,"London, UK","About us: Betty is an innovative entertainment company pioneering at the intersection of real money online casino and casual mobile gaming. Accredited by the Alcohol and Gaming Commission of Ontario (AGCO) as a B2C operator in February 2023, we've set a new standard in the industry. Our mission is to redefine the online casino experience by offering a uniquely transparent environment where players can relax, unwind, and enjoy themselves safely. We are committed to accessibility, fairness, and i",2026-03-28 10:49:33+00:00
Lead Insight Analyst - SQL,Forward Role,"Manchester, Greater Manchester","Lead Insight Analyst  SQL & Insights A rapidly scaling, mission-driven organisation is looking for a Lead Insight Analyst to play a key role in driving data-led decision making across the business. You'll join a highly collaborative, fast-paced environment where every analysis you deliver has visibility at senior level and touches multiple areas - product, tech, customer, operations, trading etc Manchester City Centre  Hybrid (2 days a week in the office) Up to 65,000 Are you an analytical t",2026-05-15 18:36:25+00:00
Graduate Commercial Insights Analyst,Quantum,"London, UK","Our Company At Quantum, we connect global brands with high-intent consumers. We turn intent into action and complexity into clarity. Our Mission is clear, to help smarter, faster buying decisions. Our vision, to be the worlds most used digital comparison service, delivering value and simplicity to millions. We drive growth through data-driven affiliate marketing built for performance from day one. Every campaign is measurable, optimised in real time, and designed to scale. With in-house tech, ",2026-06-08 13:01:42+00:00
Junior Commercial Insights Analyst,Quantum,"London, UK","Our Company At Quantum, we connect global brands with high-intent consumers. We turn intent into action and complexity into clarity. Our Mission is clear, to help smarter, faster buying decisions. Our vision, to be the worlds most used digital comparison service, delivering value and simplicity to millions. We drive growth through data-driven affiliate marketing built for performance from day one. Every campaign is measurable, optimised in real time, and designed to scale. With in-house tech, ",2026-06-11 13:01:02+00:00
Commercial Data & Insights Analyst,Morgan McKinley ,"Dormans Park, East Grinstead","Morgan McKinley is looking for an experienced Data Analyst to work for a great company in the East Grinstead, West Sussex area. This hybrid Commercial Data Analyst role requires an ASAP start and will initially be on a fixed-term contract basis. Salary: up to 70K Location: Hybrid working (2 days in the office) - East Grinstead Duration: 9 month FTC Commercial Data Analyst duties: Provide accurate and timely Management Information and performance reporting Identify and track core KPIs, build an",2026-06-01 23:00:09+00:00
Senior Shopper Insight Analyst,Institute of Grocery Distribution,"Letchmore Heath, Hertfordshire","At IGD, were proud to be a Great Place to Work, where our people are empowered to grow, inspired to lead and ready to make a difference. At the heart of that experience is how we attract, welcome, and support new colleagues to join us. Thats where you come in. Were looking for a Senior Shopper Insight Analyst who will play a leading role in IGDs ShopperVista programme by providing insight and foresight into shopper behaviour. What youll do Content: Lead and design shopper research projects",2026-05-20 13:17:07+00:00
Commercial Data & Insights Analyst,Morgan McKinley,"East Grinstead, West Sussex","Morgan McKinley is looking for an experienced Data Analyst to work for a great company in the East Grinstead, West Sussex area. This hybrid Commercial Data Analyst role requires an ASAP start and will initially be on a fixed-term contract basis. Salary: up to 70K Location: Hybrid working (2 days in the office) - East Grinstead Duration: 9 month FTC Commercial Data Analyst duties: Provide accurate and timely Management Information and performance reporting Identify and track core KPIs, build an",2026-06-01 21:06:34+00:00
Proposition Support and Insight Analyst,Booker Group,"Little Irchester, Wellingborough","To provide the Retail Proposition senior team with key market insight and latest trends, to help develop processes and strategy. You will use competitor analysis, customer feedback and market intelligence from sources such as Lumina, Kantar and the wider business, to build a compelling, profitable proposition. You will provide and develop a structured way for feeding this insight to the necessary key stakeholders. Analyse retail missions, symbol group performance and competitor activity to iden",2026-06-11 17:19:02+00:00
Customer Experience Insight Analyst,Nationwide Building Society,"Shaw, Swindon","Description Our Customer Experience Tracker programme is key to our ambition to be number one for customer experience. We partner with leading industry experts, capturing feedback from over 500,000 customers each year. Were embarking on an exciting journey to develop and improve our measurement approach. This is a great opportunity for someone who wants to develop their career in customer insight. Youll be part of the team responsible for maintaining and developing our customer feedback progr",2026-06-05 17:08:08+00:00
Insight Analyst - Shopsmart - Kraft Heinz,Acosta Group,"Woking, Surrey","Insight Analyst - Shopsmart - Kraft HeinzJob description  Salary From:38,000  Salary To:45,000  Location:Woking  Category:Insights  Contract Type:Permanent Full Time Insight Analyst Client: Kraft Heinz - Shop Smart Location: Hybrid - 3 Days a week in Woking Head Office Salary: 38,000 - 45,000 per annum  10% Discretionary Bonus About Acosta Europe Acosta Europe connects people with brands to deliver measurable results through unrivalled field execution, insight and collaboration. As part of ",2026-06-04 01:38:19+00:00
CRM Analyst / Marketing Insight Analyst,The Big Table Group,"London, UK","Job Title: CRM Analyst / Marketing Insight Analyst Location: London  Hybrid Working / Support Office near Oxford Circus (23 days per week) Salary: To be discussed T he Big Table Group is home to over 200 restaurants across iconic brands including Las Iguanas, Bella Italia, Amalfi, Frankie & Bennys, Chiquito, Banana Tree and more. Were on the lookout for a CRM Analyst / Marketing Insight Analyst! Are you passionate about turning data into meaningful insight that drives real commercial impact",2026-06-12 23:48:26+00:00
Front Office Business Insights Analyst,Royal London Group,"London, UK","Contract type: Permanent Location: London Working style: Hybrid 50% home/office based Closing date: Tuesday 23rd June Were looking for a data-driven and commercially aware Business Insights Analyst to join our Front Office team, partnering closely with senior leaders across Fixed Income, Equities, Trading, Property, Derivatives, Multi-Asset and Responsible Investment. Youll play a key role in strengthening risk and control activities, while helping to translate complex data into meaningful in",2026-06-09 21:36:09+00:00
Senior CRM & Marketing Insights Analyst,Staysure Group,"Cliftonville, Northampton"," Salary: 56,000 - 60,000 DOE  Contract Type: 6 month FTC  Work Life Balance: Hybrid, Tuesday and Thursday in Northampton Office  Candidate Journey: Our goal is to reply to applications within 3 working days. Additionally, we make sure to acknowledge, evaluate, and respond to all applications as a way of showing our appreciation for your time and effort in applying to us. Ready to help redefine insurance? Were an award-winning business thats changed how customers experience insurance. By c",2026-05-22 21:34:52+00:00
"Senior Strategy, Planning & Insight Analyst",MOO,"London, UK","MOO set out to shake up the world of print back in 2006. And weve come a long way since. Today were a 400  strong team (were thinking of getting matching jackets) who create print and digital products for companies of all sizes  from Google and AirBnB to the guy who makes those amazing prints you found at a craft fair. Our global HQ is in London, UK, while we also have premises in Dagenham. In the US, youll find us in Boston, MA, as well as East Providence, RI and Denver, CO. Were making ",2026-05-23 13:05:31+00:00
Senior Data & Insights Analyst (Power BI),L&Q,"Stratford, East London","Senior Data & Insights Analyst (Power BI) Title: Senior Data & Insights Analyst (Power BI) Contract Type: Permanent, Full-Time, 35 hours Salary: Starting from 57,904 per annum (London weighted salary) or 49,502 per annum (Regional salary), dependant on experience Grade: 10 Reporting Office: London, Stratford or Manchester, Trafford Persona: Agile Worker: 20% - 40% of contractual hours to be worked from reporting office/working location (hybrid working) Closing Date: 10th June 2026 Interview D",2026-06-02 14:47:36+00:00
CRM Analyst / Marketing Insight Analyst - The Big Table Group,Big Table Group,"Oxford Circus, Central London","Job Title: CRM Analyst / Marketing Insight Analyst Location: London  Hybrid Working / Support Office near Oxford Circus (23 days per week) Salary: To be discussed T he Big Table Group is home to over 200 restaurants across iconic brands including Las Iguanas, Bella Italia, Amalfi, Frankie & Bennys, Chiquito, Banana Tree and more. Were on the lookout for a CRM Analyst / Marketing Insight Analyst! Are you passionate about turning data into meaningful insight that drives real commercial impact",2026-06-13 08:07:00+00:00
Customer Insight & Performance Analyst - Contract,The Hyde Group,"London, UK","Customer Insight & Performance Analyst (Contract) Islington 40,100 Fixed term contract until 31 December 2026 Would you like to be a Customer Insight & Performance Analyst at Hyde? Were looking for a Customer Insight & Performance Analyst to help us understand how our services are performing and how our customers experience them. In this role, youll turn data into clear insight, helping teams monitor performance, identify trends, and make informed decisions that improve outcomes for customer",2026-06-11 19:18:09+00:00
"Senior Analyst, Data & Insights",Zero100,"London, UK","What we do: Zero100 is a membership-based intelligence company that connects, informs, and inspires the worlds most influential C-Level Operations & Supply Chain Officers  and their teams  to unlock the true potential of the AI and Digital Revolution. Our members use Zero100s our research, advisory services, data, and peer community, to sharpen strategy, challenge assumptions, and accelerate progress on their most important transformation priorities from AI adoption and digitization to resi",2026-05-15 18:56:06+00:00
Workforce Analytics & Insights Manager- (Business Analyst),DFT Operator,"Waterloo, South East London","About DFT Operator Join Our Team at DFTO DFTO is the governments public sector rail owning group. Its purpose is to bring all currently privately-owned train operators into public ownership in advance of the creation of Great British Railways in 2027 - and deliver improvements in the here and now by unifying and integrating train operations under common public ownership. DFTO has over 30,000 employees, runs over 8,500 services a day and delivers over 640 million customer journeys across its ne",2026-06-11 13:03:30+00:00
Performance Analyst,MEARS GROUP PLC,"Milton Keynes, Buckinghamshire","Annual salary: up to 31,101.84 Customer Insight Analyst Location: Milton Keynes Salary: 31,101.84 per annum Hours: 42.5 hours per week Fulltime  Office based - permanent Monday  Friday About the Role Were looking for a Customer Insight Analyst who is passionate about understanding customers and improving services. This role focuses on using customer data, feedback, and operational datasets to understand whats really happening within our repairs and maintenance services and identifying whe",2026-06-11 06:57:32+00:00
Performance Analyst,Mears Group,UK,"Annual salary: up to 31,101.84 Customer Insight Analyst Location: Milton Keynes Salary: 31,101.84 per annum Hours: 42.5 hours per week Fulltime  Office based - permanent Monday  Friday About the Role Were looking for a Customer Insight Analyst who is passionate about understanding customers and improving services. This role focuses on using customer data, feedback, and operational datasets to understand whats really happening within our repairs and maintenance services and identifying whe",2026-05-29 15:34:12+00:00
Data Analyst,Supply Staff Limited,"London, UK","The London Borough of Redbridge is delivering an ambitious Modernisation Programme in the context of Exceptional Financial Support (EFS), designed to reshape services, reduce costs and improve outcomes for residents. We are seeking a highly capable Performance & Insight Analyst to provide embedded analytical expertise across the modernisation portfolio. This is a fast-paced, programme-facing role focused on transforming complex data into clear, decision-ready insight to support senior leadershi",2026-06-03 17:18:11+00:00
Data Analyst,BBS Recruitment,"Barkingside, Ilford","BBS Recruitment is an independent recruitment agency for the transport and logistics sector, supplying to a variety of clients across London, Hertfordshire, and surrounding areas. We also recruit for Social Care and Public Sector roles. We are seeking a highly capable Performance & Insight Analyst for our client based in Ilford to provide embedded analytical expertise across the modernisation portfolio. This is a fast-paced, programme-facing role focused on transforming complex data into clear,",2026-06-03 14:47:24+00:00
Performance Analyst,. Mears Group PLC,"Milton Keynes, Buckinghamshire","Annual salary: up to 31,101.84 Customer Insight Analyst Location: Milton Keynes Salary: 31,101.84 per annum Hours: 42.5 hours per week Fulltime - Office based - permanent Monday - Friday About the Role We're seeking a highly analytical and results-driven professional with proven experience in data science and business intelligence. You'll turn complex datasets into actionable insights, support strategic decision-making, and drive performance improvements through advanced analytics. Proficienc",2026-05-31 19:04:34+00:00
"Systems, Data & Insights Manager",University College Birmingham,"Birmingham, West Midlands","Job Title: Systems, Data & Insights Manager (Alumni, Business & Employer Engagement) Location: Birmingham - Hybrid opportunities available Salary: 42,254 - 43,482 per annum - SS7 Job type: Permanent, Full-time UCB is an equal opportunities employer. We are TEF rated Silver, with a Good Ofsted rating. The Role: Join University College Birmingham at a pivotal moment as we build a new Business and Employer Engagement team designed to put industry partnerships at the heart of the UCB experience. ",2026-05-13 00:29:40+00:00
Graduate Data Scientist,Harnham - Data & Analytics Recruitment,"London, UK","Graduate Data Scientist London - 4 days a week The Company They are a modern, data-driven insurance provider focused on delivering flexible, tailored policies to customers. The business has expanded its product offering and built strong commercial partnerships, driving rapid growth. With around 100 employees, they are scaling quickly and investing heavily in advanced analytics and modelling. The culture is collaborative, fast-paced, and centred on innovation. The Role As a Graduate Data Scienti",2026-06-11 23:39:33+00:00
Data Analyst,John Whitgift Foundation,"South Norwood, South East London","Are you passionate about turning data into meaningful insight? As our Data Analyst, you&rsquo;ll play a vital role in shaping how we use data to drive engagement and unlock new opportunities. You&rsquo;ll be responsible for maintaining high-quality, accurate data and bringing it to life through insightful analysis. Working closely with the Development and Alumni Office, you&rsquo;ll help deepen connections with our former students and spot new fundraising possibilities. This is a role where you",2026-06-03 21:36:14+00:00
Senior Data Analyst,Harnham - Data & Analytics Recruitment,"Birmingham, West Midlands","I'm hiring a commercially focused Senior Data Analyst to join a fast-growing, product-driven business and play a key role in shaping how data is used across the organisation. This is a high-impact role sitting at the intersection of product, growth, and commercial teams - helping the business better understand customer behaviour and make smarter decisions. Up to 90,000Fully Remote (UK) The role You'll be the go-to analyst for customer insight , working across multiple teams to translate busine",2026-06-01 15:57:28+00:00
Data Analyst,OLIVER Agency,"London, UK","Established in 2004, OLIVER is the worlds first and only specialist in designing, building, and running bespoke in-house agencies and marketing ecosystems for brands. We partner with over 300 clients in 40 countries and counting. Our unique model drives creativity and efficiency, allowing us to deliver tailored solutions that resonate deeply with audiences. As a part of The Brandtech Group , we're at the forefront of leveraging cutting-edge AI technology to revolutionise how we create and deli",2026-05-22 13:23:17+00:00
Lead Data Analyst,Langham Recruitment,"London, UK","Lead Data Analyst  Research & Insights | EdTech | 50,000  60,000 | Remote 4-day work week available (pro-rated) Join a well-established, award-winning EdTech company building engaging, maths-based learning products used by millions of children worldwide. This is a hands-on role analysing product, user, and business data to generate insights that shape decision-making. Youll uncover how learners engage with digital platforms, identify behavioural patterns, and influence product development ",2026-05-20 13:18:44+00:00
